Stein	PROPN	↑0¦↓1;d¦+
Guatemalako	ESS;PROPN;SG;DEF	↑0¦↓1;d¦--+
Atzerri	N	↓0;d¦+
ministro	N	↓0;d¦+
ohi	ADJ	↓0;d¦+
eta	CONJ	↓0;d¦+
OEA	N;SG;ABS;DEF	↓0;d¦+h→-+
Amerikako	ESS;PROPN;SG;DEF	↑0¦↓1;d¦--+
Estatuen	N;GEN;PL;DEF	↓0;d¦--+
Erakundearen	INAN;SG;N;GEN;DEF	↓0;d¦----+
Peruko	ESS;PROPN;SG;DEF	↑0¦↓1;d¦--+
bozetarako	ESS;INAN;N;PL;DEF	↓0;d¦-------+
misioko	ESS;INAN;SG;N;DEF	↓0;d¦--+
buruzagiak	SG;ANIM;N;DEF;ERG	↓0;d¦--+
.	_	↓0;d¦+

Negoziazio	N	↓0;d¦+
horiek	ERG;DET;DEF;PL	↓0;d¦+
irailean	IN+ESS;SG;DEF;INAN;N	↓0;d¦---+
bukatu	V;V.PTCP	↓0;d¦+
beharra	DEF;SG;ABS;INAN;N	↓0;d¦--+
daukate	ARGER3P;ARGAB3S;PROG;IND;V	↓0;d+e→-¦---+i+
Estatu	N	↓0;d¦+
palestinarraren	ADJ;SG;DEF;GEN	↓0;d¦-----+
aldarrikapenarekin	COM;SG;DEF;N	↓0;d¦------+
.	_	↓0;d¦+

Andra	PROPN	↑0¦↓1;d¦+
Mari	PROPN	↑0¦↓1;d¦+
Zuriaren	PROPN;SG;GEN;DEF	↑0¦↓1;d¦---+
txapelketan	INAN;SG;IN+ESS;N;DEF	↓0;d¦-+
,	_	↓0;d¦+
aldiz	CONJ	↓0;d¦+
,	_	↓0;d¦+
finalerdietan	INAN;IN+ESS;N;PL;DEF	↓0;d¦----+
gurutzatuko	V.PTCP;V;PROSP	↓0;d¦--+
dira	ARGAB3P;V;IND	↓0;d-¦-+z→+n+
,	_	↓0;d¦+
lehenbizikoz	ADV	↓0;d¦+
.	_	↓0;d¦+

Istiluak	INAN;ABS;N;PL;DEF	↓0;d¦--+
areagotu	V.PTCP;V	↓0;d¦+
egin	V.PTCP;V;PFV	↓0;d¦+
ziren	ARGAB3P;V;IND	↓0;d-¦--+z+a→+
atzo	ADV	↓0;d¦+
Israelgo	ESS;PROPN;SG;DEF	↑0¦↓1;d¦--+
Armadak	N;SG;DEF;ERG	↓0;d¦-+
eta	CONJ	↓0;d¦+
PANek	PROPN;SG;DEF;ERG	↑0¦↓-1;d¦--+
hartutako	ESS;V.PTCP;V	↓0;d¦----+
erabakia	N;SG;ABS;DEF	↓0;d¦-+
jakin	V.PTCP;V	↓0;d¦+
aurretik	INAN;SG;AT+ABL;N;DEF	↓0;d¦---+
.	_	↓0;d¦+

Iñaki	PROPN	↑0¦↓1;d¦+
Rekarte	PROPN	↑0¦↓1;d¦+
presoak	N;SG;DEF;ERG	↓0;d¦--+
gutun	N	↓0;d¦+
bat	NUM	↓0;d¦+
igorri	V.PTCP;V;PFV	↓0;d¦+
du	ARGAB3S;ARGER3S;V;IND	↓0;d+*+e¦+n+
isolamenduan	N;SG;IN+ESS;DEF	↓0;d¦--+
jasaten	NFIN;V;IPFV	↓0;d¦--→+
dituen	ARGAB3P;ARGER3S;V;IND	↓0;d----+*¦+d+u→+
"	_	↓0;d¦+
presio	N	↓0;d¦+
eta	CONJ	↓0;d¦+
kontrolak	INAN;ABS;N;PL;DEF	↓0;d¦--+
"	_	↓0;d¦+
salatuz	INS;V.PTCP;INDF;V	↓0;d¦-+
.	_	↓0;d¦+

Orain	ADV	↓0;d¦+
atseden	N;INDF;ABS	↓0;d¦+
hartuko	V.PTCP;V;PROSP	↓0;d¦--+
dut	ARGAB3S;ARGER1S;V;IND	↓0;d+*+e¦-+n+
lesioa	N;SG;ABS;DEF	↓0;d¦-+
gainditzeko	ESS;V	↓0;d¦----+u+
helburuarekin	INAN;SG;N;COM;DEF	↓0;d¦------+
.	_	↓0;d¦+

Epe	N	↓0;d¦+
honetan	IN+ESS;SG;DEF;DET	↓0;d¦----→-+u+
,	_	↓0;d¦+
behin	ADV	↓0;d¦+
betiko	ADV	↓0;d¦+
hitzarmen	N	↓0;d¦+
bat	NUM	↓0;d¦+
sinatu	V.PTCP;V	↓0;d¦+
behar	N;INDF;ABS	↓0;d¦+
dute	ARGAB3S;ARGER3P;V;PROG;IND	↓0;d-¦--+k+a+n+
bi	NUM	↓0;d¦+
aldeek	INAN;N;PL;DEF;ERG	↓0;d¦--+
,	_	↓0;d¦+
horrela	ADV	↓0;d¦+
Oslon	PROPN;SG;IN+ESS;DEF	↑0¦↓1;d¦-+
hasitako	ESS;V.PTCP;V	↓0;d¦----+
prozesua	INAN;SG;ABS;N;DEF	↓0;d¦-+
bukatzeko	INDF;V;ABS	↓0;d¦----+u+
.	_	↓0;d¦+

Lakerseko	ESS;PROPN;SG;DEF	↑0¦↓1;d¦---+
entrenatzaile	N	↓0;d¦+
Phil	PROPN	↑0¦↓1;d¦+
Jackson	PROPN;SG;ABS;DEF	↑0¦↓1;d¦+
haserre	ADV	↓0;d¦+
agertu	V.PTCP;V;PFV	↓0;d¦+
zen	ARGAB3S;V;IND	↓0;d+i¦-+a→+
,	_	↓0;d¦+
ordea	CONJ	↓0;d¦+
,	_	↓0;d¦+
bere	SG;GEN;DET	↓0;d¦-+a+
ustez	INAN;N;INDF;INS	↓0;d¦-+
partidu	N	↓0;d¦+
bateko	NUM	↓0;d¦---+
zigorra	INAN;SG;ABS;N;DEF	↓0;d¦--+
merezi	N;INDF;ABS	↓0;d¦+
baitzuen	V	↓0;d-----¦-+k+a→+
Pippenek	PROPN;SG;DEF;ERG	↑0¦↓1;d¦--+
.	_	↓0;d¦+

Urtea	DEF;INAN;N;ABS;SG	↓0;d¦-+
6.300	NUM	↓0;d¦+
milioi	N	↓0;d¦+
pezetako	N;INAN	↓0;d¦--+
etekinekin	DEF;INAN;PL;N;COM	↓0;d¦----+
itxiko	PROSP;V;V.PTCP	↓0;d¦--+
du	ARGAB3S;ARGER3S;IND;V	↓0;d+*+e¦+n+
Vitalek	PROPN;ERG;SG;DEF	↑0¦↓1;d¦--+
.	_	↓0;d¦+

Lan	N	↓0;d¦+
osoaren	ADJ;SG;DEF;GEN	↓0;d¦----+
laburtzapena	DEF;SG;ABS;INAN;N	↓0;d¦-+
ere	CONJ	↓0;d¦+
egina	SG;DEF;V.PTCP;ABS;V	↓0;d¦-+
du	ARGER3S;ARGAB3S;PROG;V;IND	↓0;d-¦+k+a+n+
autoreak	DEF;SG;ERG;ANIM;N	↓0;d¦--+
berak	ERG;DET;DEF;SG	↓0;d¦-+
:	_	↓0;d¦+

PSE-EEk	PROPN;ERG;SG;DEF	↑0¦↓3¦↑-3¦↓-1;d¦-+
iragarri	PFV;V;V.PTCP	↓0;d¦+
duen	ARGAB3S;ARGER3S;IND;V	↓0;d+*+e¦-→+
helegiteak	N;ERG;SG;DEF	↓0;d¦--+
"	_	↓0;d¦+
nahasmena	DEF;INAN;N;ABS;SG	↓0;d¦-+
"	_	↓0;d¦+
sortzea	V;ABS	↓0;d¦---+u+
du	ARGAB3S;ARGER3S;PROG;IND;V	↓0;d-¦+k+a+n+
helburutzat	N;FRML;INAN;INDF	↓0;d¦----+
Egibarren	PROPN;GEN	↑0¦↓1;d¦---+
arabera	SG;DEF;ADP	↓0;d¦+
.	_	↓0;d¦+

Hipotesi	N	↓0;d¦+
honen	GEN;DET	↓0;d¦----+a+u+
arabera	SG;DEF;ADP	↓0;d¦+
,	_	↓0;d¦+
haurrak	N;PL;DEF;ABS	↓0;d¦---+
erabiltzen	V;IN+ESS	↓0;d¦----+i+
hasten	NFIN;IPFV;V	↓0;d¦---+i+
diren	ARGAB3P;IND;V	↓0;d-¦--+z+a→+
gramatika-ezaugarri	N	↓0;d¦++→++→→→→→→→→→+
eta	CONJ	↓0;d¦+
sintaxi-arau	N	↓0;d¦++→++→→→→+
ezberdinak	ADJ;DEF;PL;ABS	↓0;d¦--+
garabide	N	↓0;d¦+
honek	SG;DET;ERG;DEF	↓0;d¦----+a+u+
zuzendurik	PRT;V;INDF;V.PTCP	↓0;d¦---+
daude	ARGAB3P;PROG;IND;V	↓0;d----¦+g+o+n+
,	_	↓0;d¦+
eta	CONJ	↓0;d¦+
oinarrizko	ADJ	↓0;d¦+
berezitasunen	DEF;INAN;PL;GEN;N	↓0;d¦--+
garapen	N	↓0;d¦+
bera	SG;DET;DEF;ABS	↓0;d¦+
edo	CONJ	↓0;d¦+
antzerakoa	ADJ;SG;DEF;ABS	↓0;d¦-+
izan	V;V.PTCP	↓0;d¦+
beharko	V	↓0;d¦--+_+i+z+a+n+
dute	ARGAB3S;ARGER3P;IND;V	↓0;d+*+e¦--+n+
.	_	↓0;d¦+

"	_	↓0;d¦+
Arropa	N	↓0;d¦+
mota	N	↓0;d¦+
guztiak	DEF;ABS;PL;DET	↓0;d¦--+
gustatzen	NFIN;V;IPFV	↓0;d¦---+u+
zaizkidan	ARGAB3P;ARGDA1S;V;IND	↓0;d--¦---→→+
arren	CONJ	↓0;d¦+
,	_	↓0;d¦+
nahiago	N;INDF;CMPR;ABS	↓0;d¦---+
ditut	ARGAB3P;ARGER1S;V;PROG;IND	↓0;d---¦-+k+a+n+
soinekoak	INAN;ABS;N;PL;DEF	↓0;d¦--+
"	_	↓0;d¦+
.	_	↓0;d¦+

"	_	↓0;d¦+
Lortu	V.PTCP;V	↓0;d¦+
behar	N;INDF;ABS	↓0;d¦+
dugu	ARGAB3S;ARGER1P;V;PROG;IND	↓0;d-¦--+k+a+n+
.	_	↓0;d¦+

Hasiera	N	↓0;d¦+
batean	NUM	↓0;d¦---+
ez	NEG;PART	↓0;d¦+
zegoen	ARGAB3S;PROG;V;IND	↓0;d-¦-→+
halako	ADJ	↓0;d¦+
goi	ADJ	↓0;d¦+
bilerarik	PRT;INDF;INAN;N	↓0;d¦---+
aurreikusita	V;V.PTCP	↓0;d¦--+
,	_	↓0;d¦+
baina	CONJ	↓0;d¦+
Israelgo	PROPN;DEF;SG;ESS	↑0¦↓1;d¦--+
agintariak	DEF;SG;ERG;ANIM;N	↓0;d¦--+
posibilitate	N	↓0;d¦+
hori	DET;DEF;SG;ABS	↓0;d¦+
aipatu	V;PFV;V.PTCP	↓0;d¦+
zuen	ARGER3S;ARGAB3S;V;IND	↓0;d--+*¦+d+u→+
Norvegiako	PROPN;DEF;SG;ESS	↑0¦↓1;d¦--+
hiriburuan	IN+ESS;SG;DEF;INAN;N	↓0;d¦--+
.	_	↓0;d¦+

Ile	N	↓0;d¦+
beltz	ADJ	↓0;d¦+
ugaria	SG;ABS;ADJ;DEF	↓0;d¦-+
txukun	INDF;ABS;ADJ	↓0;d¦+
ebakita	V.PTCP;V	↓0;d¦--+
eta	CONJ	↓0;d¦+
orraztuta	V.PTCP;V	↓0;d¦--+
zeraman	ARGAB3S;ARGER3S;V;PROG;IND	↓0;d-¦+
.	_	↓0;d¦+

ez	NEG;PART	↓0;d¦+
zukeen	ARGAB3S;ARGER3S;COND;V	↓0;d---+*¦-+d+u→+
golik	N;PRT;INDF	↓0;d¦--+
sartuko	V.PTCP;V;PROSP	↓0;d¦--+
"	_	↓0;d¦+
.	_	↓0;d¦+

Ordu	N	↓0;d¦+
berean	IN+ESS;SG;DET	↓0;d¦-→-+
,	_	↓0;d¦+
aitak	N;SG;DEF;ERG	↓0;d¦-+
,	_	↓0;d¦+
esku	N	↓0;d¦+
erne	ADJ	↓0;d¦+
batez	NUM	↓0;d¦--+
hartzen	NFIN;V;IPFV	↓0;d¦---+u+
nau	ARGAB1S;ARGER3S;V;IND	↓0;d--+*+e+d¦+n+
eta	CONJ	↓0;d¦+
bazterrera	INAN;SG;N;AT+ALL;DEF	↓0;d¦----+
eramaten	NFIN;V;IPFV	↓0;d¦--→+
.	_	↓0;d¦+

Jontxu	PROPN;DEF;SG;ABS	↑0¦↓1;d¦+
ikusi	V;PFV;V.PTCP	↓0;d¦+
zuenean	ARGER3S;ARGAB3S;V;IND	↓0;d--+*¦+d+u→---+
,	_	↓0;d¦+
laster	ADV	↓0;d¦+
ezagutu	V;PFV;V.PTCP	↓0;d¦+
zuen	ARGER3S;ARGAB3S;V;IND	↓0;d--+*¦+d+u→+
:	_	↓0;d¦+

Egun	ADV	↓0;d¦+
,	_	↓0;d¦+
lekutan	ADV	↓0;d¦+
dira	ARGAB3P;PROG;IND;V	↓0;d-¦-+z→+n+
Kalifornian	PROPN;DEF;SG;IN+ESS	↑0¦↓1;d¦-+
argia	N;SG;DEF;ABS	↓0;d¦-+
ikusi	PFV;V;V.PTCP	↓0;d¦+
zuten	ARGAB3S;ARGER3P;IND;V	↓0;d---+*¦+d+u→+
euskarazko	N;ESS;INAN;INDF	↓0;d¦---+
aldizkari	N	↓0;d¦+
haiek	PL;DET;DEF;ABS	↓0;d¦+
:	_	↓0;d¦+

Beraz	CONJ	↓0;d¦+
,	_	↓0;d¦+
ez	NEG;PART	↓0;d¦+
dauka	ARGAB3S;ARGER3S;PROG;IND;V	↓0;d+e→-¦-+i+
zerikusirik	N;PRT;INDF	↓0;d¦---+
zerga	N	↓0;d¦+
ekologikoarekin	DEF;ADJ;SG;COM	↓0;d¦------+
,	_	↓0;d¦+
horren	SG;GEN;DET;DEF	↓0;d¦---+i+
sarrerak	DEF;INAN;PL;N;ABS	↓0;d¦-+
gizartearen	DEF;INAN;GEN;N;SG	↓0;d¦----+
aldaketa	N	↓0;d¦+
ekologikorako	ADJ;INDF;ABS	↓0;d¦----+
erabiliko	PROSP;V;V.PTCP	↓0;d¦--+
ziren	ARGAB3P;IND;V	↓0;d-¦--+z+a→+
eta	CONJ	↓0;d¦+
.	_	↓0;d¦+

Zidane	PROPN	↑0¦↓1;d¦+
,	_	↓0;d¦+
Henry	PROPN	↑0¦↓1;d¦+
,	_	↓0;d¦+
Barthez	PROPN	↑0¦↓1;d¦+
,	_	↓0;d¦+
Deschamps	PROPN	↑0¦↓1;d¦+
,	_	↓0;d¦+
Blanc	PROPN	↑0¦↓1;d¦+
eta	CONJ	↓0;d¦+
enparauek	DEF;PL;ADJ;ERG	↓0;d¦--+
Eurokopako	ESS;PROPN;SG;DEF	↑0¦↓1;d¦--+
talde	N	↓0;d¦+
sendoena	SG;ABS;RL;DEF;ADJ	↓0;d¦---+
osatzen	NFIN;V;IPFV	↓0;d¦---+u+
dute	ARGAB3S;ARGER3P;V;IND	↓0;d+*+e¦--+n+
aditu	N	↓0;d¦+
gehienentzat	DEF;BEN;PL;DET	↓0;d¦------+
.	_	↓0;d¦+

Ordurako	ADV	↓0;d¦+
,	_	↓0;d¦+
merke	ADV	↓0;d¦+
,	_	↓0;d¦+
bapo	ADV	↓0;d¦+
eta	CONJ	↓0;d¦+
arriskutsuki	ADV	↓0;d¦+++!→→+
bazkaldu	V;PFV;V.PTCP	↓0;d¦+
bazuen	ARGER3S;ARGAB3S;V;IND	↓0;d----+*¦+d+u→+
ere	CONJ	↓0;d¦+
,	_	↓0;d¦+
korroka	N	↓0;d¦+
batean	NUM	↓0;d¦---+
zeuzkan	ARGAB3P;ARGER3S;PROG;IND;V	↓0;d-¦+d→-→--+i+
tripak	PL;DEF;ABS;INAN;N	↓0;d¦-+
.	_	↓0;d¦+

Baraken	PROPN;SG;GEN;DEF	↑0¦↓1;d¦--+
gobernua	N;SG;ABS;DEF	↓0;d¦-+
behera	INAN;SG;N;AT+ALL;DEF	↓0;d¦--+
botatzen	IN+ESS;V	↓0;d¦---+u+
saiatuko	V.PTCP;V;PROSP	↓0;d¦--+
dela	ARGAB3S;V;IND	↓0;d---+i+z¦+n+
hitza	INAN;SG;ABS;N;DEF	↓0;d¦-+
eman	V.PTCP;V;PFV	↓0;d¦+
zuen	ARGAB3S;ARGER3S;V;IND	↓0;d--+*¦+d+u→+
atzo	ADV	↓0;d¦+
Likudeko	ESS;PROPN;SG;DEF	↑0¦↓1;d¦---+
buruzagi	N	↓0;d¦+
Ariel	PROPN	↑0¦↓1;d¦+
Sharonek	PROPN;SG;DEF;ERG	↑0¦↓1;d¦--+
:	_	↓0;d¦+

Istripua	DEF;INAN;N;ABS;SG	↓0;d¦-+
izan	PFV;V;V.PTCP	↓0;d¦+
zuen	ARGAB3S;ARGER3S;IND;V	↓0;d--+*¦+d+u→+
Boeing-a	N;SG;DEF;ABS	↓0;d¦--+
erabat	ADV	↓0;d¦+
txikitu	V;V.PTCP	↓0;d¦+
eta	CONJ	↓0;d¦+
kiskalita	V;V.PTCP	↓0;d¦--+
geratu	PFV;V;V.PTCP	↓0;d¦+
zen	ARGAB3S;IND;V	↓0;d+i¦-+a→+
.	_	↓0;d¦+

"	_	↓0;d¦+
Gaur	ADV	↓0;d¦+
egun	ADV	↓0;d¦+
,	_	↓0;d¦+
antzerkigintza	INAN;SG;ABS;N;DEF	↓0;d¦+
beste	DET	↓0;d¦+
bide	N	↓0;d¦+
batetik	NUM	↓0;d¦----+
dihoa	ARGAB3S;V;PROG;IND	↓0;d---+j¦+n+
,	_	↓0;d¦+
talde	N	↓0;d¦+
pribatuek	DEF;PL;ADJ;ERG	↓0;d¦--+
komediari	INAN;SG;DAT;N;DEF	↓0;d¦--+
ekiten	NFIN;V;IPFV	↓0;d¦--→+
baitiote	ARGAB3S;ARGER3P;ARGDA3S;V;IND	↓0;d-------+*¦+d+u+n+
"	_	↓0;d¦+
.	_	↓0;d¦+

Gainera	CONJ	↓0;d¦+
,	_	↓0;d¦+
krisitik	INAN;SG;AT+ABL;N;DEF	↓0;d¦---+
ateratzeko	INDF;V;ABS	↓0;d¦-----+
Ernesto	PROPN	↑0¦↓1;d¦+
Zedillo	PROPN	↑0¦↓1;d¦+
egungo	ESS;ADV	↓0;d¦--+
lehendakariak	N;SG;DEF;ERG	↓0;d¦--+
hartutako	ESS;V.PTCP;V	↓0;d¦----+
neurriek	INAN;N;PL;DEF;ERG	↓0;d¦--+
,	_	↓0;d¦+
egoera	N	↓0;d¦+
ekonomikoa	SG;ABS;ADJ;DEF	↓0;d¦-+
onbideratu	V.PTCP;V;PFV	↓0;d¦+
duten	ARGAB3S;ARGER3P;V;IND	↓0;d+*+e¦--→+
arren	CONJ	↓0;d¦+
,	_	↓0;d¦+
areagoatu	V.PTCP;V	↓0;d¦+k→→+
egin	V.PTCP;V;PFV	↓0;d¦+
dute	ARGAB3S;ARGER3P;V;IND	↓0;d+*+e¦--+n+
aberatsen	ANIM;N;GEN;PL;DEF	↓0;d¦--+
eta	CONJ	↓0;d¦+
pobreen	N;GEN	↓0;d¦--+
arteko	ESS;ANIM;PL;DEF;ADP	↓0;d¦--+
jauzia	N;SG;ABS;DEF	↓0;d¦-+
.	_	↓0;d¦+

Horretarako	INDF;ABS;DET	↓0;d¦--------+i+
,	_	↓0;d¦+
esan	V.PTCP;V;PFV	↓0;d¦+
zuen	ARGAB3S;ARGER3S;V;IND	↓0;d--+*¦+d+u→+
,	_	↓0;d¦+
alderdiak	N;SG;DEF;ERG	↓0;d¦--+
"	_	↓0;d¦+
ahalegina	INAN;SG;ABS;N;DEF	↓0;d¦-+
"	_	↓0;d¦+
egin	V.PTCP;V	↓0;d¦+
behar	N;INDF;ABS	↓0;d¦+
duela	V	↓0;d-¦--+k→+n+
"	_	↓0;d¦+
botoa	N;SG;ABS;DEF	↓0;d¦-+
PSE-EEri	PROPN;SG;DAT;DEF	↑0¦↓3¦↑-3¦↓-1;d¦--+
ematen	NFIN;V;IPFV	↓0;d¦--→+
ez	NEG;PART	↓0;d¦+
dioten	ARGAB3S;ARGER3P;ARGDA3S;V;IND	↓0;d----+*¦+d+u→+
pertsona	N	↓0;d¦+
aurrerakoiak	ABS;PL;ADJ;DEF	↓0;d¦--+
"	_	↓0;d¦+
bere	SG;GEN;DET	↓0;d¦-+a+
tesietara	INAN;N;PL;AT+ALL;DEF	↓0;d¦-----+
inguratzeko	INDF;V;ABS	↓0;d¦----+u+
.	_	↓0;d¦+

Udaleko	ESS;INAN;SG;N;DEF	↓0;d¦---+
langileek	ANIM;N;PL;DEF;ERG	↓0;d¦--+
,	_	↓0;d¦+
bestalde	CONJ	↓0;d¦+
,	_	↓0;d¦+
25	NUM	↓0;d¦+
tona	N	↓0;d¦+
hondakin	N;INDF;ABS	↓0;d¦+
eraman	V.PTCP;V;PFV	↓0;d¦+
zituzten	ARGAB3P;ARGER3P;V;IND	↓0;d------+*¦+d+u→+
atzo	ADV	↓0;d¦+
atentatuaren	N;SG;GEN;DEF	↓0;d¦----+
lekutik	INAN;SG;AT+ABL;N;DEF	↓0;d¦---+
.	_	↓0;d¦+

Ospitaleak	N;SG;DEF;ERG	↓0;d¦--+
,	_	↓0;d¦+
gaur	ADV	↓0;d¦+
egun	ADV	↓0;d¦+
,	_	↓0;d¦+
ospe	N	↓0;d¦+
handia	SG;ABS;ADJ;DEF	↓0;d¦-+
du	ARGAB3S;ARGER3S;V;PROG;IND	↓0;d-¦+k+a+n+
nazioartean	N;SG;IN+ESS;DEF	↓0;d¦--+
.	_	↓0;d¦+

Bitartean	CONJ	↓0;d¦+
itsasontziak	INAN;ABS;N;PL;DEF	↓0;d¦--+
portuetan	INAN;IN+ESS;N;PL;DEF	↓0;d¦----+
izango	V.PTCP;V;PROSP	↓0;d¦--+
direla	ARGAB3P;V;IND	↓0;d-¦---+z→+n+
jakinarazi	CAUS;V	↓0;d¦-+
zuen	ARGAB3S;ARGER3S;V;IND	↓0;d--+*¦+d+u→+
.	_	↓0;d¦+

Zure	PRO	↓0;d¦--+
lehen	NUM	↓0;d¦+
finala	N;SG;DEF;ABS	↓0;d¦-+
da	ARGAB3S;PROG;IND;V	↓0;d-+i+z¦+n+
Miarritzerekin	PROPN;DEF;SG;COM	↑0¦↓1;d¦-----+
,	_	↓0;d¦+
ez	NEG;PART	↓0;d¦+
zara	ARGAB2S;IND;V	↓0;d+i¦--+n+
lasai	ADV	↓0;d¦+
egongo	V;PROSP;V.PTCP	↓0;d¦--+
,	_	↓0;d¦+
kapitaina	N;SG;DEF;ABS	↓0;d¦-+
izanda	V;V.PTCP	↓0;d¦--+
.	_	↓0;d¦+

Bada	CONJ	↓0;d¦+
,	_	↓0;d¦+
esate	N	↓0;d¦+
baterako	NUM	↓0;d¦-----+
,	_	↓0;d¦+
azterketa	N	↓0;d¦+
hauetatik	AT+ABL;DET;DEF;PL	↓0;d¦----→+
gero	ADV	↓0;d¦+
oinarriak	DEF;INAN;PL;N;ABS	↓0;d¦--+
finka	NFIN;V	↓0;d¦+t+u+
daitezke	ARGAB3P;V;POT	↓0;d----+*¦---+d+i+n+
euskararen	DEF;INAN;GEN;N;SG	↓0;d¦---+
ikaskuntzarako	N;INDF;ABS	↓0;d¦----+
tresna	N	↓0;d¦+
informatiko	ADJ	↓0;d¦+
lagungarriak	ADJ;DEF;PL;ABS	↓0;d¦--+
diseinatu	V;V.PTCP	↓0;d¦+
eta	CONJ	↓0;d¦+
inplementatzeko	V;INDF;ABS	↓0;d¦----+u+
.	_	↓0;d¦+

korapiloak	INAN;SG;N;DEF;ERG	↓0;d¦--+
estutzen	NFIN;V;IPFV	↓0;d¦---+u+
du	ARGAB3S;ARGER3S;V;IND	↓0;d+*+e¦+n+
.	_	↓0;d¦+

Atzeko	ESS;N;SG;DEF	↓0;d¦--+
koadroetan	INAN;IN+ESS;N;PL;DEF	↓0;d¦----+
,	_	↓0;d¦+
Iñaki	PROPN	↑0¦↓1;d¦+
Otxandorenak	PROPN;SG;DEF;ERG	↑0¦↓1;d¦-+
mendean	ADV	↓0;d¦+
hartu	V.PTCP;V;PFV	↓0;d¦+
behar	N;INDF;ABS	↓0;d¦+
luke	ARGAB3S;ARGER3S;COND;V;PROG	↓0;d-¦-+a+n+
Philippe	PROPN	↑0¦↓1;d¦+
Hirigoien	PROPN;SG;ABS;DEF	↑0¦↓1;d¦+
,	_	↓0;d¦+
baina	CONJ	↓0;d¦+
ez	NEG;PART	↓0;d¦+
da	ARGAB3S;V;PROG;IND	↓0;d-+i+z¦+n+
erregulartasuna	N;SG;ABS;DEF	↓0;d¦-+
Mugairekoaren	N;SG;GEN;DEF	↑0¦↓1;d¦------+
dohain	N	↓0;d¦+
nagusia	SG;ABS;ADJ;DEF	↓0;d¦-+
.	_	↓0;d¦+

ONCE	PROPN	↑0¦↓-1;d¦+
taldean	INAN;SG;IN+ESS;N;DEF	↓0;d¦--+
egin	V.PTCP;V;PFV	↓0;d¦+
dituzun	ARGAB3P;ARGER2S;V;IND	↓0;d+*+e→----¦+
urteen	INAN;N;GEN;PL;DEF	↓0;d¦--+
balorazioa	N;SG;ABS;DEF	↓0;d¦-+
ona	SG;ABS;ADJ;DEF	↓0;d¦-+
da	ARGAB3S;V;PROG;IND	↓0;d-+i+z¦+n+
,	_	↓0;d¦+
ezta	_	↓0;d¦+
?	_	↓0;d¦+

RINGARYD	PROPN;SG;ABS;DEF	↑0¦↓1;d¦+
ekaitz	N	↓0;d¦+
gogor	ADJ	↓0;d¦+
baten	NUM	↓0;d¦--+
pean	ADP;IN+ESS;SG	↓0;a_
izan	V.PTCP;V;PFV	↓0;d¦+
zen	ARGAB3S;V;IND	↓0;d+i¦-+a→+
arratsalde	N	↓0;d¦+
